,tf-cod,pytorch-qrcp,pytorch-qr,pytorch-svd,pytorch-svddc,sklearn-svddc,mxnet-svddc
0,3.1199398200532364,238235.83187437136,3.11919023003266,614.3315366430601,614.3315362928483,3.1199398210103535,3.1220011793985787
1,3.7661118422658815,337887.6241896615,3.765935595693681,624.5140896333049,624.5140896333049,3.7661118421707567,3.76919591565511
2,4.254482820685698,281150.88345440436,4.249490341996055,653.7417139270067,653.741713762771,4.254482821064527,4.258965798874433
3,3.970889737153556,243271.1184885932,3.972299570470429,599.9088297724693,599.9088297724693,3.970889737600105,3.975969859581714
4,9.726719298748927,247555.64853469995,9.727118945933682,662.7380565795718,662.7380565795718,9.726719298848767,9.732213812365295
5,3.028719032205678,289476.68825854664,3.02843940058017,605.5066285969395,605.5066285593446,3.0287190312184302,3.0331673066219835
6,3.4235141981358,373833.67065615155,3.423643812144816,631.253524453353,631.2535242317233,3.4235141981903614,3.4260710200712405
7,17.96521441848475,278484.1694443427,17.968294222526684,644.0917491871058,644.0917491871058,17.96521442365015,17.935991905176834
8,3.9286266739051,305857.6027529315,3.93057110429131,615.1827837152555,615.1827835337017,3.928626671045156,3.932909736124279
9,4.184387669456696,292325.24358452036,4.182030312878944,636.9064078501165,636.9064078377888,4.184387668504779,4.187796107692389
