,tf-necd,tf-cod,pytorch-qrcp,pytorch-qr,pytorch-svd,pytorch-svddc,sklearn-svddc,mxnet-svddc
0,0.14301821398440798,0.14301821398441145,0.16770879024994553,0.1430182387063124,0.2660359646766579,0.26603581011217975,0.14301821398396308,0.14301821398396308
1,0.13858397469043365,0.13858397469043546,0.15088915654134502,0.1385840162167303,0.26688736228205934,0.2668873282601838,0.13858397469037068,0.13858397469037068
2,0.14524738595840034,0.14524738595840664,0.18096064508316068,0.1452473843166634,0.2667145860923769,0.2667144886687931,0.14524738595848224,0.14524738595848224
3,0.14133463291570916,0.14132842984647181,0.16798981312553943,94.82349443623355,0.27667357108561447,0.2766735797116443,0.14132842984624128,0.14132842984624128
4,0.1322125050869385,0.1322125050869495,0.18621916501477206,0.13221237284330495,0.26304200516893617,0.2630419129871242,0.13221250508591267,0.13221250508591267
5,0.13771461066094104,0.13771461066096213,0.17412243356550253,0.13771460523234877,0.2844106549980106,0.2844108511540259,0.13771461066034552,0.13771461066034552
6,0.13093252351308807,0.1309325235130179,0.15392181249252898,0.13093252037671962,0.2705746944092098,0.27057473601295334,0.13093252351053086,0.13093252351053086
7,0.14182228415337078,0.14182228415337725,0.16289564394378334,0.14182219292942508,0.28650535768834434,0.2865055794374621,0.1418222841545526,0.1418222841545526
8,0.1447906508369441,0.1447906508369396,0.16721277558335845,0.14479075601594749,0.28459137196320927,0.2845913708152512,0.1447906508368577,0.1447906508368577
9,0.1307530456309939,0.13075304563100648,0.17038371555090293,0.13075307816442552,0.289998684871797,0.2899987095248679,0.13075304563237583,0.13075304563237583
