,tf-cod,pytorch-qrcp,pytorch-qr,pytorch-svd,pytorch-svddc,sklearn-svddc,mxnet-svddc
0,0.24716764814034006,0.3981892576961816,189276.25761736656,0.257279519525986,0.2572795038249367,0.24716764814033781,0.24716764814033781
1,0.2690314118553338,0.4039910101065035,16641572.08875167,0.2757607151598558,0.2757604061848931,0.269031411855332,0.269031411855332
2,0.2666276812317819,0.44983777540211406,21121.622650257348,0.273355590176839,0.27335521961399695,0.26662768123178393,0.26662768123178393
3,0.24500396884918146,0.36419192445833903,123087.89602024326,0.25222407330806695,0.2522233574144724,0.2450039688491807,0.2450039688491807
4,0.25740679386323745,0.4193814077461811,2001518.5347680436,0.26707110335129397,0.26707269143152546,0.2574067938632332,0.2574067938632332
5,0.24539669885763166,0.37647410316360436,1544038.8952554332,0.2530891513339205,0.2530893573377634,0.24539669885763407,0.24539669885763407
6,0.24809295487656396,0.42654154648206766,197379.35514000535,0.25615614019780725,0.2561558070194488,0.24809295487656405,0.24809295487656405
7,0.23760274429937134,0.3667080488291244,26333311.193972792,0.24735024498883615,0.24735019269315286,0.23760274429937125,0.23760274429937125
8,0.25448530738795133,0.4200001555743019,6308910.579526334,0.26157996743656275,0.2615800405886833,0.2544853073879503,0.2544853073879503
9,0.27192528288074563,0.4046242502419279,25584744.95292644,0.27992921270853166,0.27992937439528115,0.2719252828807449,0.2719252828807449
