,tf-cod,pytorch-qrcp,pytorch-svd,pytorch-svddc,sklearn-svddc,mxnet-svddc
0,89.11439115147576,151.18854178944997,141.87263545880208,141.87263822781568,89.11439115147576,89.11439115147576
1,89.2508819909319,157.45282867094602,147.71466830287332,147.7146666969049,89.25088199093196,89.25088199093196
2,88.98195464352102,146.55975230414094,140.03658810276235,140.03659465748655,88.98195464352092,88.98195464352092
3,85.32994398095786,147.25660120281103,140.18188378069206,140.1818761644394,85.32994398095778,85.32994398095778
4,84.74024522452966,153.55917340199034,145.46807284705824,145.4680811717564,84.74024522452973,84.74024522452973
5,88.53786363759723,147.15648976267386,139.30089002274389,139.30089178954984,88.53786363759716,88.53786363759716
6,86.2175131275348,149.77884316720946,140.38298877966378,140.38298931202797,86.21751312753493,86.21751312753493
7,85.0731818517808,147.6404159115864,138.12409352995954,138.12409713756855,85.07318185178075,85.07318185178075
8,87.10444821165461,150.193575869447,142.74763358399653,142.74763633816318,87.10444821165461,87.10444821165461
9,86.05434852774964,146.79983314785324,138.61787354322882,138.61787677956895,86.05434852774965,86.05434852774965
