,tf-necd,tf-cod,pytorch-qrcp,pytorch-qr,pytorch-svd,pytorch-svddc,sklearn-svddc,mxnet-svddc
0,0.02045420953128991,0.020454209531290905,0.10375394637946966,0.020454216602655752,0.07077513450143998,0.07077505226204375,0.02045420953116265,0.02045420953116265
1,0.019205518040998758,0.019205518040999257,0.10684272598002797,0.01920552955075897,0.07122886414587518,0.07122884598585909,0.0192055180409813,0.0192055180409813
2,0.02109680312774851,0.021096803127750342,0.08977124340227244,0.021096802650832514,0.07113667043442792,0.07113661846585576,0.021096803127772307,0.021096803127772307
3,0.019975478461418263,0.0199737250828691,0.10405519439773332,8991.495097098414,0.07654826493726656,0.07654826971045559,0.019973725082803942,0.019973725082803942
4,0.017480146501363734,0.017480146501366648,0.09524767369896604,0.017480111532857077,0.06919109648329463,0.06919104798792582,0.017480146501092482,0.017480146501092482
5,0.018965313989494578,0.01896531398950039,0.10940697577457127,0.01896531249430166,0.08088942067639741,0.08088953225415749,0.018965313989330553,0.018965313989330553
6,0.01714332571350536,0.017143325713486986,0.09827910109816904,0.0171433248922001,0.07321066525463725,0.07321068776847939,0.01714332571283572,0.01714332571283572
7,0.02011356028247944,0.02011356028248128,0.1071826885123799,0.02011353440731107,0.08208531998412613,0.0820854470487959,0.020113560282814663,0.020113560282814663
8,0.02096433256978586,0.02096433256978456,0.10616327716251123,0.020964363027669634,0.08099224899590174,0.08099224834250382,0.02096433256976084,0.02096433256976084
9,0.017096358941780777,0.017096358941784066,0.11483891745292242,0.01709636744947237,0.08409923722737182,0.0840992515260887,0.017096358942142155,0.017096358942142155
