,tf-necd,tf-cod,pytorch-qrcp,pytorch-qr,pytorch-svd,pytorch-svddc,sklearn-svddc
10,2971.2,3492.0,1012.0,892.0,1048.0,6232.0,10032.0
31,7424.0,8196.0,3932.0,3112.0,2724.0,7912.0,14512.8
100,21544.0,23652.0,9452.0,8632.0,41156.0,13432.0,24504.0
316,66472.0,72036.0,26732.0,25912.0,58436.0,30712.0,65640.0
1000,145288.0,225252.0,81452.0,80632.0,113156.0,85432.0,186024.0
3162,319668.8,709540.0,254412.0,253592.0,286116.0,258392.0,566536.0
10000,831831.2,2241252.0,801452.0,800632.0,833156.0,805432.0,1770024.0
